1690252381.433993 server started (2242): version 3.3a, socket /tmp/tmux-1000/default, protocol 8
1690252381.434003 on Linux 6.1.21.2-microsoft-standard-WSL2 #1 SMP Sat May 27 18:20:14 EDT 2023
1690252381.434006 using libevent 2.1.12-stable (poll); ncurses 6.4
1690252381.434036 input_key_build: 0x10e003 (PasteStart) is \033[200~
1690252381.434038 input_key_build: 0x10e004 (PasteEnd) is \033[201~
1690252381.434040 input_key_build: 0x10e195 (F1) is \033OP
1690252381.434041 input_key_build: 0x10e196 (F2) is \033OQ
1690252381.434042 input_key_build: 0x10e197 (F3) is \033OR
1690252381.434044 input_key_build: 0x10e198 (F4) is \033OS
1690252381.434045 input_key_build: 0x10e199 (F5) is \033[15~
1690252381.434046 input_key_build: 0x10e19a (F6) is \033[17~
1690252381.434047 input_key_build: 0x10e19b (F7) is \033[18~
1690252381.434049 input_key_build: 0x10e19c (F8) is \033[19~
1690252381.434050 input_key_build: 0x10e19d (F9) is \033[20~
1690252381.434051 input_key_build: 0x10e19e (F10) is \033[21~
1690252381.434052 input_key_build: 0x10e19f (F11) is \033[23~
1690252381.434054 input_key_build: 0x10e1a0 (F12) is \033[24~
1690252381.434055 input_key_build: 0x10e1a1 (IC) is \033[2~
1690252381.434056 input_key_build: 0x10e1a2 (DC) is \033[3~
1690252381.434058 input_key_build: 0x10e1a3 (Home) is \033[1~
1690252381.434059 input_key_build: 0x10e1a4 (End) is \033[4~
1690252381.434060 input_key_build: 0x10e1a5 (NPage) is \033[6~
1690252381.434062 input_key_build: 0x10e1a6 (PPage) is \033[5~
1690252381.434063 input_key_build: 0x10e1a7 (BTab) is \033[Z
1690252381.434064 input_key_build: 0x10e1a8 (Up) is \033[A
1690252381.434066 input_key_build: 0x10e1a9 (Down) is \033[B
1690252381.434067 input_key_build: 0x10e1aa (Left) is \033[D
1690252381.434068 input_key_build: 0x10e1ab (Right) is \033[C
1690252381.434070 input_key_build: 0x10e1ac (KP/) is /
1690252381.434071 input_key_build: 0x10e1ad (KP*) is *
1690252381.434073 input_key_build: 0x10e1ae (KP-) is -
1690252381.434074 input_key_build: 0x10e1af (KP7) is 7
1690252381.434076 input_key_build: 0x10e1b0 (KP8) is 8
1690252381.434077 input_key_build: 0x10e1b1 (KP9) is 9
1690252381.434078 input_key_build: 0x10e1b2 (KP+) is +
1690252381.434079 input_key_build: 0x10e1b3 (KP4) is 4
1690252381.434081 input_key_build: 0x10e1b4 (KP5) is 5
1690252381.434082 input_key_build: 0x10e1b5 (KP6) is 6
1690252381.434083 input_key_build: 0x10e1b6 (KP1) is 1
1690252381.434085 input_key_build: 0x10e1b7 (KP2) is 2
1690252381.434086 input_key_build: 0x10e1b8 (KP3) is 3
1690252381.434087 input_key_build: 0x10e1b9 (KPEnter) is \n
1690252381.434089 input_key_build: 0x10e1ba (KP0) is 0
1690252381.434090 input_key_build: 0x10e1bb (KP.) is .
1690252381.434091 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1690252381.434093 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1690252381.434094 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1690252381.434095 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1690252381.434097 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1690252381.434098 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1690252381.434099 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1690252381.434101 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1690252381.434102 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1690252381.434103 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1690252381.434105 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1690252381.434106 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1690252381.434107 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1690252381.434109 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1690252381.434110 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1690252381.434112 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1690252381.434113 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1690252381.434114 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1690252381.434116 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1690252381.434117 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1690252381.434120 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1690252381.434122 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1690252381.434123 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1690252381.434125 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1690252381.434126 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1690252381.434127 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1690252381.434129 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1690252381.434130 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1690252381.434131 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1690252381.434133 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1690252381.434134 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1690252381.434135 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1690252381.434136 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1690252381.434138 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1690252381.434139 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1690252381.434140 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1690252381.434142 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1690252381.434143 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1690252381.434144 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1690252381.434146 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1690252381.434147 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1690252381.434148 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1690252381.434150 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1690252381.434151 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1690252381.434152 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1690252381.434154 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1690252381.434155 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1690252381.434156 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1690252381.434158 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1690252381.434159 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1690252381.434160 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1690252381.434162 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1690252381.434163 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1690252381.434164 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1690252381.434166 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1690252381.434167 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1690252381.434168 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1690252381.434170 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1690252381.434171 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1690252381.434172 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1690252381.434174 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1690252381.434175 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1690252381.434176 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1690252381.434178 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1690252381.434179 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1690252381.434180 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1690252381.434182 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1690252381.434183 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1690252381.434185 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1690252381.434186 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1690252381.434187 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1690252381.434189 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1690252381.434190 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1690252381.434191 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1690252381.434193 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1690252381.434194 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1690252381.434195 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1690252381.434198 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1690252381.434199 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1690252381.434201 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1690252381.434202 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1690252381.434204 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1690252381.434205 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1690252381.434206 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1690252381.434208 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1690252381.434209 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1690252381.434210 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1690252381.434212 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
